Country or State/County,Station Name,Begin Date,End Date,ICAO ID,COOP ID,WBAN ID,FAA ID,NWSLI ID,WMO ID,NCDC STN ID,Lat DEC,Lat DMS,Lon DEC,Lon DMS,Elevation,Station Type,Data Available
"MINNESOTA/CHIPPEWA","WATSON 1 NE",1954-05-01,12/31/9999,None,218729,None,None,WTSM5,None,20010793,45.0226 ,45 01' 21.36'' N,-95.7894 ,95 47' 21.84'' W,"GROUND : 1070 FEET","LAND SURFACE, B, A, COOP",2
"MINNESOTA/CHIPPEWA","GRANITE FALLS MUNICIPAL AIRPORT LENZEN ROE MEMORIAL FIELD",2004-04-20,12/31/9999,KGDB,None,04999,GDB,None,None,30002199,44.75333 ,44 45' 11.988'' N,-95.55611 ,95 33' 21.996'' W,"GROUND : 1047 FEET","AWOS",None
"MINNESOTA/CHIPPEWA","MONTEVIDEO CHIPPEWA COUNTY AP",1992-04-01,12/31/9999,KMVE,None,04951,MVE,None,None,30002179,44.96889 ,44 58' 08.004'' N,-95.71 ,95 42' 36.0'' W,"GROUND : 1034 FEET","AWOS",None
"MINNESOTA/CHIPPEWA","MONTEVIDEO RADIO KDM",01/01/0001,1960-02-28,None,215562,None,None,None,None,20010776,44.93333 ,44 55' 59.988'' N,-95.71667 ,95 43' 00.012'' W,"GROUND : 902 FEET","LAND SURFACE, COOP",None
"MINNESOTA/CHIPPEWA","MILAN 1 NW",1948-06-01,12/31/9999,None,215400,None,None,MLNM5; MIAM5,None,20010807,45.1219 ,45 07' 18.84'' N,-95.9269 ,95 55' 36.84'' W,"GROUND : 1020 FEET","AC, LAND SURFACE, USHCN, C, COOP",4
"MINNESOTA/CHISAGO","WYOMING",1901-06-01,1904-05-31,None,219201,None,None,None,None,30002948,45.33333 ,45 19' 59.988'' N,-93 ,93 00' 00.0'' W,"GROUND : 900 FEET","LAND SURFACE, COOP",1
"MINNESOTA/CHISAGO","RUSH CITY REGIONAL AIRPORT",1998-06-01,12/31/9999,KROS,None,04969,ROS,None,None,30002188,45.69778 ,45 41' 52.008'' N,-92.95278 ,92 57' 10.008'' W,"GROUND : 923 FEET","AWOS",None
"MINNESOTA/CHISAGO","WILD RIVER STATE PARK",1988-04-29,12/31/9999,None,218986,None,None,WLDM5,None,20011066,45.5231 ,45 31' 23.16'' N,-92.7489 ,92 44' 56.04'' W,"GROUND : 940 FEET","AVIATION, LAND SURFACE, A, AB, COOP",4
"MINNESOTA/CHISAGO","NORTH BRANCH",1893-12-01,1894-01-31,None,215962,None,None,None,None,12002775,45.5 ,45 30' 00.0'' N,-93 ,93 00' 00.0'' W,"GROUND : 879 FEET","LAND SURFACE, COOP",None
"MINNESOTA/CHISAGO","FOREST LAKE 5NE",1986-11-01,12/31/9999,None,212881,None,None,FORM5,None,20010814,45.3397 ,45 20' 22.92'' N,-92.9125 ,92 54' 45.0'' W,"GROUND : 960 FEET","LAND SURFACE, AB, COOP",3
"MINNESOTA/CHISAGO","TAYLORS FALLS 1 NE",1948-01-01,1949-12-31,None,218204,None,None,None,None,20010824,45.41667 ,45 25' 00.012'' N,-92.65 ,92 39' 00.0'' W,"GROUND : 761 FEET","LAND SURFACE, COOP",3
"MINNESOTA/CHISAGO","RUSH CITY",1887-09-14,1894-09-17,None,217178,None,None,None,None,30002936,45.66667 ,45 40' 00.012'' N,-93 ,93 00' 00.0'' W,"GROUND : 918 FEET","LAND SURFACE, COOP",None
"MINNESOTA/CLAY","MOORHEAD",1990-08-01,12/31/9999,None,215586,None,None,MORM5,None,20011080,46.8875 ,46 53' 15.0'' N,-96.74778 ,96 44' 52.008'' W,"GROUND : 890 FEET","LAND SURFACE, A, B, COOP",4
"MINNESOTA/CLAY","HAWLEY 3 NE",1986-06-05,1989-01-01,None,213587,None,None,HAWM5,None,20011059,46.88333 ,46 52' 59.988'' N,-96.25 ,96 15' 00.0'' W,"GROUND : 1165 FEET","LAND SURFACE, AB, COOP",4
"MINNESOTA/CLAY","MOORHEAD MUNICIPAL AIRPORT",01/01/0001,12/31/9999,KJKJ,None,04939,JKJ,None,None,30002172,46.83917 ,46 50' 21.012'' N,-96.66306 ,96 39' 47.016'' W,"GROUND : 917 FEET","AWOS",None
"MINNESOTA/CLAY","GEORGETOWN 1 E",1962-11-01,12/31/9999,None,213104,None,None,GEOM5,None,20010916,47.07917 ,47 04' 45.012'' N,-96.77583 ,96 46' 32.988'' W,"GROUND : 885 FEET","AVIATION, LAND SURFACE, COOP",3
"MINNESOTA/CLAY","DILWORTH 7 NNE",1969-03-01,2006-10-03,None,212156,None,None,DILM5,None,20010910,46.96111 ,46 57' 39.996'' N,-96.65306 ,96 39' 11.016'' W,"GROUND : 878 FEET","LAND SURFACE, B, COOP",2
"MINNESOTA/CLAY","SABIN 1 ESE",1971-02-01,2006-10-03,None,217227,None,None,SABM5,None,20010889,46.76639 ,46 45' 59.004'' N,-96.63361 ,96 38' 00.996'' W,"GROUND : 902 FEET","LAND SURFACE, B, COOP",2
"MINNESOTA/CLAY","HAWLEY 6 SE",1948-09-01,1951-09-30,None,213587,None,None,None,None,20010895,46.83333 ,46 49' 59.988'' N,-96.21667 ,96 13' 00.012'' W,"GROUND : 1152 FEET","LAND SURFACE, COOP",2
"MINNESOTA/CLAY","HAWLEY",1951-10-01,1986-01-01,None,213587,None,None,None,None,20010897,46.88333 ,46 52' 59.988'' N,-96.31667 ,96 19' 00.012'' W,"GROUND : 1171 FEET","LAND SURFACE, COOP",4
"MINNESOTA/CLAY","HAWLEY 2 SW",1971-02-01,2006-10-03,None,213588,None,None,HWYM5,None,20010898,46.85 ,46 51' 00.0'' N,-96.33333 ,96 19' 59.988'' W,"GROUND : 1112 FEET","LAND SURFACE, B, COOP",2
"MINNESOTA/CLAY","MOREHEAD",1948-07-01,1962-12-31,None,215584,None,None,None,None,20010899,46.86667 ,46 52' 00.012'' N,-96.76667 ,96 46' 00.012'' W,"UNKNOWN : -99999 UNKNOWN UNITS","LAND SURFACE, COOP",2
"MINNESOTA/CLAY","MOORHEAD ST TEACHERS",1948-01-01,1953-07-31,None,215589,None,None,None,None,20010900,46.86667 ,46 52' 00.012'' N,-96.75 ,96 45' 00.0'' W,"GROUND : 942 FEET","LAND SURFACE, COOP",2
"MINNESOTA/CLAY","MOORHEAD",1891-01-01,1942-12-31,None,215588,None,None,None,None,20010901,46.86667 ,46 52' 00.012'' N,-96.73333 ,96 43' 59.988'' W,"UNKNOWN : 925 FEET","LAND SURFACE, WBO, S",None
"MINNESOTA/CLEARWATER","GONVICK 2 W",1948-01-01,1990-09-01,None,213206,None,None,GVKM5,None,20010966,47.73333 ,47 43' 59.988'' N,-95.51667 ,95 31' 00.012'' W,"GROUND : 1436 FEET","LAND SURFACE, B, COOP",4
"MINNESOTA/CLEARWATER","LEONARD 8 NE",1948-07-01,1957-05-31,None,214688,None,None,None,None,20010965,47.73333 ,47 43' 59.988'' N,-95.21667 ,95 13' 00.012'' W,"GROUND : 1280 FEET","LAND SURFACE, COOP",3
"MINNESOTA/CLEARWATER","BAGLEY",1906-01-01,1941-10-31,None,210432,None,None,None,None,30002444,47.51667 ,47 31' 00.012'' N,-95.38333 ,95 22' 59.988'' W,"GROUND : 1446 FEET","COOP",1
"MINNESOTA/CLEARWATER","ITASCA UNIV OF MINN",1948-01-01,12/31/9999,None,214106,None,None,ITAM5,None,20010922,47.22556 ,47 13' 32.016'' N,-95.19194 ,95 11' 30.984'' W,"GROUND : 1490 FEET","AVIATION, LAND SURFACE, USHCN, A, COOP",4
"MINNESOTA/COOK","PIGEON RIVER BRIDGE",1943-05-01,1948-06-30,None,216510,None,None,None,None,30003042,48 ,48 00' 00.0'' N,-89.7 ,89 42' 00.0'' W,"GROUND : 950 FEET","LAND SURFACE, COOP",None
"MINNESOTA/COOK","CASCADE",1929-01-01,1930-12-31,None,211340,None,None,None,None,30003108,47.85406 ,47 51' 14.616'' N,-90.64842 ,90 38' 54.312'' W,"GROUND : 1500 FEET","LAND SURFACE, COOP",None
"MINNESOTA/COOK","LUTSEN",1895-12-11,1898-12-18,None,214914,None,None,None,None,30002924,47.58333 ,47 34' 59.988'' N,-90.75 ,90 45' 00.0'' W,"GROUND : 1202 FEET","LAND SURFACE, COOP",1
"MINNESOTA/COOK","TOFTE RANGER STN",1948-08-01,12/31/9999,None,218280,None,61Y,TOFM5; 61Y,None,20010955,47.5681 ,47 34' 05.16'' N,-90.85 ,90 51' 00.0'' W,"GROUND : 680 FEET","LAND SURFACE, A, B, COOP",3
"MINNESOTA/COOK","GRAND MARAIS COOK COUNTY AIRPORT",01/01/0001,12/31/9999,KCKC,None,04911,CKC,None,None,30002153,47.83806 ,47 50' 17.016'' N,-90.38306 ,90 22' 59.016'' W,"GROUND : 1798 FEET","AWOS",None
"MINNESOTA/COOK","GRAND MARAIS",1948-01-01,12/31/9999,None,213282,94954,None,GMRM5,None,20010962,47.75167 ,47 45' 06.012'' N,-90.35778 ,90 21' 28.008'' W,"GROUND : 612 FEET","LAND SURFACE, A, COOP",4
"MINNESOTA/COOK","HOVLAND",1900-06-01,1907-10-31,None,213913,None,None,None,None,12002740,47.833333 ,47 49' 59.9988'' N,-90 ,90 00' 00.0'' W,"GROUND : -99999 UNKNOWN UNITS","LAND SURFACE, COOP",1
"MINNESOTA/COOK","SAWBILL",1929-05-01,1941-10-28,None,217533,None,None,None,None,12002793,47.833333 ,47 49' 59.9988'' N,-90.866667 ,90 52' 00.0012'' W,"GROUND : 1520 FEET","LAND SURFACE, COOP",1
"MINNESOTA/COOK","SCHROEDER",1940-05-08,1943-07-30,None,217554,None,None,None,None,12002794,47.55 ,47 33' 00.0'' N,-90.9 ,90 54' 00.0'' W,"GROUND : 1200 FEET","LAND SURFACE, COOP",1
"MINNESOTA/COOK","GRAND PORTAGE RANGER STATION",1950-07-01,12/31/9999,None,213296,None,None,GDPM5,None,20010986,47.9711 ,47 58' 15.96'' N,-89.6908 ,89 41' 26.88'' W,"GROUND : 730 FEET","LAND SURFACE, AB, COOP",5
"MINNESOTA/COOK","TOFTE RAMOS",01/01/0001,12/31/9999,None,None,None,P61,None,None,20010954,47.58333 ,47 34' 59.988'' N,-90.83333 ,90 49' 59.988'' W,"UNKNOWN : 610 FEET","LAND SURFACE",None
"MINNESOTA/COOK","HOVLAND",1953-04-01,12/31/9999,None,213915,None,None,None,None,20010978,47.85 ,47 51' 00.0'' N,-89.96667 ,89 58' 00.012'' W,"GROUND : 630 FEET","LAND SURFACE, COOP",1
"MINNESOTA/COOK","GRAND PORTAGE 4 SW",1972-07-01,1972-12-31,None,213293,None,None,None,None,20010982,47.91667 ,47 55' 00.012'' N,-89.73333 ,89 43' 59.988'' W,"GROUND : 650 FEET","LAND SURFACE, COOP",2
"MINNESOTA/COOK","NORTH SUPERIOR",1969-11-01,1973-03-31,None,None,None,None,None,None,20010967,47.73333 ,47 43' 59.988'' N,-90.33333 ,90 19' 59.988'' W,"UNKNOWN : 607 FEET","LAND SURFACE, CG",None
"MINNESOTA/COOK","NORTH SUPERIOR LBSTN",01/01/0001,12/31/9999,None,216035,None,None,None,None,20010968,47.75 ,47 45' 00.0'' N,-90.33333 ,90 19' 59.988'' W,"UNKNOWN : -99999 UNKNOWN UNITS","LAND SURFACE, COOP",1
"MINNESOTA/COOK","GRAND MARAIS LSTN",1942-07-01,1943-12-31,None,None,None,None,None,None,20010969,47.75 ,47 45' 00.0'' N,-90.33333 ,90 19' 59.988'' W,"UNKNOWN : 607 FEET","LAND SURFACE, CG",None
"MINNESOTA/COOK","GRAND MARAIS",1944-03-01,1946-06-30,None,None,None,None,None,None,20010970,47.75 ,47 45' 00.0'' N,-90.33333 ,90 19' 59.988'' W,"UNKNOWN : 617 FEET","LAND SURFACE, WBO",None
"MINNESOTA/COOK","GRAND PORTAGE 5 NE",1972-12-01,1976-04-22,None,213293,None,None,None,None,20010989,48 ,48 00' 00.0'' N,-89.58333 ,89 34' 59.988'' W,"GROUND : 630 FEET","LAND SURFACE, COOP",3
"MINNESOTA/COOK","PIGEON RIVER BRIDGE",1948-06-01,1950-07-31,None,216505,None,None,None,None,20010990,48 ,48 00' 00.0'' N,-89.7 ,89 42' 00.0'' W,"GROUND : 951 FEET","LAND SURFACE, COOP",3
"MINNESOTA/COOK","GUNFLINT LAKE",1948-08-01,1971-09-30,None,213419; 213417,None,None,None,None,20010992,48.08333 ,48 04' 59.988'' N,-90.7 ,90 42' 00.0'' W,"GROUND : 1562 FEET","LAND SURFACE, COOP",3
"MINNESOTA/COOK","GUNFLINT LAKE 8 WSW",1971-09-01,1972-12-31,None,213417,None,None,None,None,20010993,48.06667 ,48 04' 00.012'' N,-90.83333 ,90 49' 59.988'' W,"GROUND : 1752 FEET","LAND SURFACE, COOP",2
"MINNESOTA/COOK","GRAND MARAIS",1998-07-30,12/31/9999,KGNA,None,94992,GNA,None,None,30000671,47.74722 ,47 44' 49.992'' N,-90.34444 ,90 20' 39.984'' W,"GROUND : 610 FEET","ASOS, LAND SURFACE, ASOS-NWS",None
"MINNESOTA/COOK","LUTSEN 3NNE",1986-09-13,2009-04-01,None,214918,None,None,LUTM5,None,20011060,47.698 ,47 41' 52.8'' N,-90.6655 ,90 39' 55.8'' W,"GROUND : 1300 FEET","LAND SURFACE, A, AB, COOP",3
"MINNESOTA/COOK","GUNFLINT LAKE 10 NW",1971-12-09,12/31/9999,None,213417,None,None,GNFM5,None,20011002,48.1603 ,48 09' 37.08'' N,-90.8842 ,90 53' 03.12'' W,"GROUND : 1455 FEET","LAND SURFACE, A, AB, COOP",4
"MINNESOTA/COTTONWOOD","WINDOM MUNICIPAL AIRPORT",01/01/0001,12/31/9999,KMWM,None,04952,MWM,None,None,30002180,43.91333 ,43 54' 47.988'' N,-95.10917 ,95 06' 33.012'' W,"AIRPORT : 1410 FEET","AWOS",None
"MINNESOTA/COTTONWOOD","WINDOM",1948-01-01,12/31/9999,None,219033,None,None,WDOM5,None,20010676,43.8575 ,43 51' 27.0'' N,-95.1168 ,95 07' 00.48'' W,"GROUND : 1375 FEET","LAND SURFACE, A, AB, COOP",4
"MINNESOTA/COTTONWOOD","WINDOM",1969-10-01,1976-12-31,None,None,None,None,None,None,20010681,43.91667 ,43 55' 00.012'' N,-95.11667 ,95 07' 00.012'' W,"UNKNOWN : 1404 FEET","SAWRS, LAND SURFACE",None
"MINNESOTA/COTTONWOOD","BINGHAM LAKE",1892-04-01,1899-01-31,None,210768,None,None,None,None,30002904,43.91667 ,43 55' 00.012'' N,-95.05 ,95 03' 00.0'' W,"GROUND : 1423 FEET","LAND SURFACE, COOP",1
"MINNESOTA/CROW WING","BRAINERD",1948-08-01,12/31/9999,None,210939,None,None,BRAM5,None,20010866,46.3433 ,46 20' 35.88'' N,-94.2086 ,94 12' 30.96'' W,"GROUND : 1180 FEET","LAND SURFACE, A, AB, COOP",3
"MINNESOTA/CROW WING","FORT RIPLEY",1948-01-01,12/31/9999,None,212904,None,None,FTRM5,None,20010856,46.18056 ,46 10' 50.016'' N,-94.36556 ,94 21' 56.016'' W,"GROUND : 1134 FEET","LAND SURFACE, B, COOP",5
"MINNESOTA/CROW WING","GARRISON 7 SW",1965-07-01,1978-09-30,None,213056,None,None,None,None,20010857,46.21667 ,46 13' 00.012'' N,-93.91667 ,93 55' 00.012'' W,"GROUND : 1270 FEET","LAND SURFACE, COOP",None
"MINNESOTA/CROW WING","BRAINERD",1948-01-01,1955-04-30,None,210934,None,None,None,None,20010865,46.36667 ,46 22' 00.012'' N,-94.18333 ,94 10' 59.988'' W,"GROUND : 1220 FEET","LAND SURFACE, COOP",3
"MINNESOTA/CROW WING","PINE RIVER DAM",1948-06-01,12/31/9999,None,216547,None,None,PRLM5; CRLM5,None,20010881,46.66944 ,46 40' 09.984'' N,-94.10889 ,94 06' 32.004'' W,"GROUND : 1250 FEET","LAND SURFACE, USHCN, A, AB, COOP",4
"MINNESOTA/CROW WING","RIVERTON",1948-08-01,1990-01-01,None,216972,None,None,None,None,20010874,46.46667 ,46 28' 00.012'' N,-94.05 ,94 03' 00.0'' W,"GROUND : 1161 FEET","LAND SURFACE, COOP",3
"MINNESOTA/CROW WING","PEQUOT LAKE AMOS",01/01/0001,12/31/9999,None,None,None,P39,None,72750,20010877,46.58333 ,46 34' 59.988'' N,-94.31667 ,94 19' 00.012'' W,"UNKNOWN : 1280 FEET","LAND SURFACE",None
"MINNESOTA/CROW WING","PEQVOT LAKE",01/01/0001,12/31/9999,None,None,94945,None,None,None,20010879,46.58333 ,46 34' 59.988'' N,-94.31667 ,94 19' 00.012'' W,"UNKNOWN : 46 FEET","LAND SURFACE",None
"MINNESOTA/CROW WING","BRAINERD CROW WING COUNTY AP",1949-02-01,12/31/9999,KBRD,210944,94938,BRD,None,None,20010867,46.40472 ,46 24' 16.992'' N,-94.13083 ,94 07' 50.988'' W,"GROUND : 1221 FEET","SAWRS, ASOS-FAA, BSAWRS, ASOS, LAND SURFACE, COOP",None
"MINNESOTA/DAKOTA","LAKEVILLE AAWO",1993-04-01,1994-05-23,None,214528,None,None,LKVM5,None,20011093,44.71667 ,44 43' 00.012'' N,-93.3 ,93 18' 00.0'' W,"GROUND : 997 FEET","LAND SURFACE, C, COOP",1
"MINNESOTA/DAKOTA","HASTINGS DAM 2",1948-01-01,12/31/9999,None,213567,None,None,HSTM5,None,20010757,44.7597 ,44 45' 34.92'' N,-92.8689 ,92 52' 08.04'' W,"GROUND : 695 FEET","LAND SURFACE, B, COOP",4
"MINNESOTA/DAKOTA","FARMINGTON 3SW",2010-10-15,2011-02-28,None,212738,None,None,FARM5,None,30015555,44.61167 ,44 36' 42.012'' N,-93.18583 ,93 11' 08.988'' W,"GROUND : 940 FEET","LAND SURFACE, AB, COOP",1
"MINNESOTA/DAKOTA","NORTHFIELD 2 NNE",1948-08-01,12/31/9999,None,215987,None,None,NRFM5; NFDM5,None,20010730,44.4753 ,44 28' 31.08'' N,-93.1486 ,93 08' 54.96'' W,"GROUND : 890 FEET","LAND SURFACE, B, COOP",4
"MINNESOTA/DAKOTA","ROSEMOUNT AGR EXP STA",1950-12-01,12/31/9999,None,217107,None,None,RSMM5,None,20010754,44.7178 ,44 43' 04.08'' N,-93.0975 ,93 05' 51.0'' W,"GROUND : 950 FEET","BC, LAND SURFACE, C, COOP",3
"MINNESOTA/DAKOTA","FARMINGTON 3 NW",1948-01-01,2010-10-15,None,212737,None,None,FRMM5,None,20010751,44.6698 ,44 40' 11.28'' N,-93.1701 ,93 10' 12.36'' W,"GROUND : 980 FEET","LAND SURFACE, USHCN, A, AB, COOP",4
"MINNESOTA/DAKOTA","SOUTH ST PAUL MUNICIPAL RICHARD E FLEMING FIELD AIRPORT",01/01/0001,12/31/9999,KSGS,None,04974,SGS,None,None,30002191,44.85694 ,44 51' 24.984'' N,-93.03278 ,93 01' 58.008'' W,"GROUND : 820 FEET","AWOS",None
"MINNESOTA/DAKOTA","MINNEAPOLIS AIRLAKE AIRPORT",1992-11-01,12/31/9999,KLVN,None,04943,LVN,None,None,30002174,44.62778 ,44 37' 40.008'' N,-93.22806 ,93 13' 41.016'' W,"GROUND : 960 FEET","AWOS",None
"MINNESOTA/DAKOTA","SOUTH ST PAUL",01/01/0001,1978-03-31,None,217844,None,None,None,None,20010768,44.86667 ,44 52' 00.012'' N,-93.03333 ,93 01' 59.988'' W,"GROUND : 751 FEET","LAND SURFACE, COOP",None
"MINNESOTA/DAKOTA","SAVAGE",01/01/0001,12/31/9999,None,217538,None,None,None,None,20010759,44.78333 ,44 46' 59.988'' N,-93.31667 ,93 19' 00.012'' W,"GROUND : 689 FEET","LAND SURFACE, COOP",1
"MINNESOTA/DAKOTA","FARMINGTON 1 W",1957-04-01,1970-09-01,None,212742,None,None,None,None,20010749,44.63333 ,44 37' 59.988'' N,-93.16667 ,93 10' 00.012'' W,"GROUND : 922 FEET","LAND SURFACE, COOP",3
"MINNESOTA/DODGE","DODGE CENTER",1948-08-01,12/31/9999,None,212166,None,None,DDGM5,None,20010688,44.0317 ,44 01' 54.12'' N,-92.8691 ,92 52' 08.76'' W,"GROUND : 1269 FEET","LAND SURFACE, B, COOP",4
"MINNESOTA/DODGE","BLOOMING PRAIRIE",1876-12-24,1904-10-31,None,210839,None,None,None,None,30002905,43.91667 ,43 55' 00.012'' N,-93.05 ,93 03' 00.0'' W,"GROUND : 1286 FEET","LAND SURFACE, COOP",1
"MINNESOTA/DODGE","WEST CONCORD",1908-10-20,1911-10-31,None,218822,None,None,None,None,30002946,44.13333 ,44 07' 59.988'' N,-92.91667 ,92 55' 00.012'' W,"GROUND : 1232 FEET","LAND SURFACE, COOP",1
"MINNESOTA/DODGE","DODGE CENTER AIRPORT",1996-10-01,12/31/9999,KTOB,None,04978,TOB,None,None,30002192,44.01778 ,44 01' 04.008'' N,-92.83139 ,92 49' 53.004'' W,"GROUND : 1305 FEET","AWOS",None
"MINNESOTA/DODGE","MANTORVILLE",1896-01-01,1896-01-31,None,215100,None,None,None,None,30002853,44.06667 ,44 04' 00.012'' N,-92.75 ,92 45' 00.0'' W," UNKNOWN ","LAND SURFACE, COOP",None
"MINNESOTA/DODGE","HAYFIELD",01/01/0001,1991-02-01,None,213601,None,None,HAYM5,None,20010674,43.88333 ,43 52' 59.988'' N,-92.85 ,92 51' 00.0'' W,"GROUND : 0 FEET","LAND SURFACE, B, COOP",1
"MINNESOTA/DOUGLAS","OSAKIS",1907-06-01,1916-03-31,None,216233,None,None,None,None,30002931,45.85 ,45 51' 00.0'' N,-95.18333 ,95 10' 59.988'' W,"GROUND : 1343 FEET","LAND SURFACE, COOP",1
"MINNESOTA/DOUGLAS","ALEXANDRIA MUNICIPAL AP",1931-11-01,12/31/9999,KAXN,210112,14910,AXN,AXN,None,20010842,45.8679 ,45 52' 04.44'' N,-95.3941 ,95 23' 38.76'' W,"GROUND : 1416 FEET","CAA, ASOS-FAA, ASOS, FAA, LAND SURFACE, FCWOS, WBO, AB, ASOS-NWS, COOP",5
"MINNESOTA/DOUGLAS","ALEXANDRIA WTR TR PL",1971-09-01,12/31/9999,None,210116,None,None,AXNM5,None,20010845,45.8966 ,45 53' 47.76'' N,-95.3657 ,95 21' 56.52'' W,"GROUND : 1400 FEET","LAND SURFACE, B, COOP",1
"MINNESOTA/DOUGLAS","CARLOS 3 SW",2003-11-01,12/31/9999,None,211310,None,None,CLSM5,None,30001570,45.9347 ,45 56' 04.92'' N,-95.3698 ,95 22' 11.28'' W,"GROUND : 1355 FEET","LAND SURFACE, B, COOP",3
"MINNESOTA/DOUGLAS","ALEXANDRIA",1892-11-01,1947-12-31,None,210110,None,None,None,None,20010843,45.86667 ,45 52' 00.012'' N,-95.4 ,95 24' 00.0'' W,"GROUND : 1391 FEET","LAND SURFACE, COOP",2
"MINNESOTA/FARIBAULT","WINNEBAGO",1948-01-01,12/31/9999,None,219046,None,None,WNNM5,None,20010671,43.7639 ,43 45' 50.04'' N,-94.1662 ,94 09' 58.32'' W,"GROUND : 1110 FEET","AVIATION, LAND SURFACE, USHCN, A, AB, COOP",4
"MINNESOTA/FARIBAULT","WELLS",1948-01-01,12/31/9999,None,218808,None,None,WELM5,None,20010670,43.7462 ,43 44' 46.32'' N,-93.7364 ,93 44' 11.04'' W,"GROUND : 1197 FEET","LAND SURFACE, B, AB, COOP",4
"MINNESOTA/FARIBAULT","BLUE EARTH 1S",2009-08-12,12/31/9999,None,210855,None,None,BTHM5,None,30015130,43.6237 ,43 37' 25.32'' N,-94.0947 ,94 05' 40.92'' W,"GROUND : 1100 FEET","LAND SURFACE, B, COOP",3
"MINNESOTA/FARIBAULT","EASTON",1892-04-08,1893-03-19,None,212334,None,None,None,None,12002718,43.75 ,43 45' 00.0'' N,-93.9 ,93 54' 00.0'' W,"GROUND : 1054 FEET","LAND SURFACE, COOP",None
"MINNESOTA/FARIBAULT","BRICELYN",1948-08-01,12/31/9999,None,210981,None,None,BRCM5,None,20010638,43.544 ,43 32' 38.4'' N,-93.8423 ,93 50' 32.28'' W,"GROUND : 1170 FEET","LAND SURFACE, B, COOP",4
"MINNESOTA/FARIBAULT","BLUE EARTH",1948-08-01,2009-08-12,None,210852,None,None,BLUM5,None,20010656,43.6453 ,43 38' 43.08'' N,-94.0937 ,94 05' 37.32'' W,"GROUND : 1065 FEET","LAND SURFACE, A, B, COOP",3
"MINNESOTA/FILLMORE","SPRING VALLEY",1948-08-01,12/31/9999,None,217941,None,None,SPGM5,None,20010649,43.6933 ,43 41' 35.88'' N,-92.3926 ,92 23' 33.36'' W,"GROUND : 1275 FEET","LAND SURFACE, B, COOP",5
"MINNESOTA/FILLMORE","PETERSON",1905-03-01,1906-03-31,None,216442,None,None,None,None,30002932,43.78333 ,43 46' 59.988'' N,-91.83333 ,91 49' 59.988'' W,"GROUND : 758 FEET","LAND SURFACE, COOP",None
"MINNESOTA/FILLMORE","PRESTONE FILLMORE COUNTY AIRPORT",01/01/0001,12/31/9999,KFKA,None,04927,FKA,None,None,30002161,43.67667 ,43 40' 36.012'' N,-92.17972 ,92 10' 46.992'' W,"GROUND : 1276 FEET","AWOS",None
"MINNESOTA/FILLMORE","LANESBORO",1955-05-01,12/31/9999,None,214563,None,None,LNSM5; LNBM5,None,20010664,43.7203 ,43 43' 13.08'' N,-91.9718 ,91 58' 18.48'' W,"GROUND : 955 FEET","LAND SURFACE, B, COOP",4
"MINNESOTA/FILLMORE","PRESTON 8 SW",1956-01-01,1969-06-30,None,216660,None,None,None,None,20010637,43.56667 ,43 34' 00.012'' N,-92.16667 ,92 10' 00.012'' W,"GROUND : 1240 FEET","LAND SURFACE, COOP",None
"MINNESOTA/FILLMORE","PRESTON 4 S",1956-01-01,1969-06-30,None,216661,None,None,None,None,20010636,43.58333 ,43 34' 59.988'' N,-92.08333 ,92 04' 59.988'' W,"GROUND : 1289 FEET","LAND SURFACE, COOP",None
"MINNESOTA/FILLMORE","PRESTON 6 SW",1956-03-01,1969-06-30,None,216659,None,None,None,None,20010640,43.6 ,43 36' 00.0'' N,-92.13333 ,92 07' 59.988'' W,"GROUND : 1289 FEET","LAND SURFACE, COOP",None
"MINNESOTA/FILLMORE","HARMONY",1948-08-01,12/31/9999,None,213520,None,None,HMYM5,None,20010635,43.5458 ,43 32' 44.88'' N,-92.0122 ,92 00' 43.92'' W,"GROUND : 1350 FEET","LAND SURFACE, B, A, COOP",4
"MINNESOTA/FILLMORE","RUSHFORD",1948-08-01,12/31/9999,None,217184,None,None,RUDM5,None,20010669,43.8052 ,43 48' 18.72'' N,-91.7501 ,91 45' 00.36'' W,"GROUND : 770 FEET","LAND SURFACE, B, COOP",4
"MINNESOTA/FILLMORE","PRESTON",1952-06-01,12/31/9999,None,216654,None,None,PTNM5,None,20010648,43.6725 ,43 40' 21.0'' N,-92.0747 ,92 04' 28.92'' W,"GROUND : 930 FEET","AVIATION, LAND SURFACE, A, COOP",3
"MINNESOTA/FILLMORE","WYKOFF NEAR",1936-01-01,1946-02-28,None,219189,None,None,None,None,12002815,43.733333 ,43 43' 59.9988'' N,-92.266667 ,92 16' 00.0012'' W,"GROUND : 1290 FEET","LAND SURFACE, COOP",1
"MINNESOTA/FILLMORE","FORESTVILLE NEAR",1939-04-21,1941-10-31,None,212888,None,None,None,None,12002725,43.65 ,43 39' 00.0'' N,-92.2 ,92 12' 00.0'' W,"GROUND : -99999 UNKNOWN UNITS","LAND SURFACE, COOP",1
"MINNESOTA/FILLMORE","CHERRY GROVE",1942-01-25,1942-10-15,None,211513,None,None,None,None,12002705,43.583333 ,43 34' 59.9988'' N,-92.283333 ,92 16' 59.9988'' W,"GROUND : 1550 FEET","LAND SURFACE, COOP",None
