previous_record,timestamp,previous_record_date,county,record,state,record_date,station_name,id
105.0,1347383669,2006-07-24,CHERRY,107.0,NE,2012-07-24,VALENTINE MILLER AP,2012-07-24--VALENTINE-MILLER-AP
101.0,1347383669,2005-07-24,LANCASTER,104.0,NE,2012-07-24,LINCOLN AP,2012-07-24--LINCOLN-AP
102.0,1347383669,2005-07-24,DOUGLAS,103.0,NE,2012-07-24,OMAHA EPPLEY AIRFIELD,2012-07-24--OMAHA-EPPLEY-AIRFIELD
102.0,1347383683,2009-07-24,CHEYENNE,102.0,NE,2012-07-24,SIDNEY MUNICIPAL AIRPORT,2012-07-24--SIDNEY-MUNICIPAL-AIRPORT
97.0,1347383683,2005-07-24,MADISON,102.0,NE,2012-07-24,NORFOLK AP,2012-07-24--NORFOLK-AP
100.0,1347383683,2005-07-24,ADAMS,102.0,NE,2012-07-24,HASTINGS MUNICIPAL AIRPORT,2012-07-24--HASTINGS-MUNICIPAL-AIRPORT
98.0,1347383683,1997-07-24,CUSTER,98.0,NE,2012-07-24,BROKEN BOW MUNI AP,2012-07-24--BROKEN-BOW-MUNI-AP
98.0,1347383683,1983-07-24,HORRY,98.0,SC,2012-07-24,NORTH MYRTLE BEACH,2012-07-24--NORTH-MYRTLE-BEACH
101.0,1347383684,1943-07-24,CAMERON,102.0,TX,2012-07-24,HARLINGEN RIO GRANDE AP,2012-07-24--HARLINGEN-RIO-GRANDE-AP
99.0,1347383684,1987-07-25,DALE,99.0,AL,2012-07-25,DOTHAN FAA AIRPORT,2012-07-25--DOTHAN-FAA-AIRPORT
100.0,1347383684,1981-07-25,CRAIGHEAD,100.0,AR,2012-07-25,JONESBORO MUNI AP,2012-07-25--JONESBORO-MUNI-AP
97.0,1347383684,1952-07-25,LEON,99.0,FL,2012-07-25,TALLAHASSEE WSO AP,2012-07-25--TALLAHASSEE-WSO-AP
100.0,1347383684,1952-07-25,BACON,102.0,GA,2012-07-25,ALMA BACON CO AP,2012-07-25--ALMA-BACON-CO-AP
98.0,1347383684,1999-07-25,POLK,106.0,IA,2012-07-25,DES MOINES AP,2012-07-25--DES-MOINES-AP
97.0,1347383684,1952-07-25,BLACK HAWK,104.0,IA,2012-07-25,WATERLOO MUNICIPAL AP,2012-07-25--WATERLOO-MUNICIPAL-AP
99.0,1347383684,2005-07-25,WAPELLO,104.0,IA,2012-07-25,OTTUMWA INDUSTRIAL AP,2012-07-25--OTTUMWA-INDUSTRIAL-AP
95.0,1347383684,2005-07-25,LINN,103.0,IA,2012-07-25,CEDAR RAPIDS AP,2012-07-25--CEDAR-RAPIDS-AP
93.0,1347383684,1999-07-25,DUBUQUE,101.0,IA,2012-07-25,DUBUQUE WSO AP,2012-07-25--DUBUQUE-WSO-AP
99.0,1347383684,1953-07-25,WOODBURY,99.0,IA,2012-07-25,SIOUX CITY AP,2012-07-25--SIOUX-CITY-AP
94.0,1347383684,1999-07-25,CERRO GORDO,99.0,IA,2012-07-25,MASON CITY MUNI AP,2012-07-25--MASON-CITY-MUNI-AP
98.0,1347383684,1978-07-25,CLAY,99.0,IA,2012-07-25,SPENCER MUNI AP,2012-07-25--SPENCER-MUNI-AP
102.0,1347383684,2005-07-25,ADAMS,105.0,IL,2012-07-25,QUINCY RGNL AP,2012-07-25--QUINCY-RGNL-AP
96.0,1347383684,1986-07-25,JACKSON,104.0,IL,2012-07-25,CARBONDALE SOUTHERN IL AP,2012-07-25--CARBONDALE-SOUTHERN-IL-AP
96.0,1347383684,2005-07-25,MACON,104.0,IL,2012-07-25,DECATUR AP,2012-07-25--DECATUR-AP
103.0,1347383684,1936-07-25,SANGAMON,103.0,IL,2012-07-25,SPRINGFIELD LINCOLN AP,2012-07-25--SPRINGFIELD-LINCOLN-AP
100.0,1347383684,2005-07-25,ROCK ISLAND,102.0,IL,2012-07-25,MOLINE WSO AP,2012-07-25--MOLINE-WSO-AP
93.0,1347383684,2005-07-25,CHAMPAIGN,101.0,IL,2012-07-25,CHAMPAIGN WILLARD AP,2012-07-25--CHAMPAIGN-WILLARD-AP
94.0,1347383684,1987-07-25,WINNEBAGO,99.0,IL,2012-07-25,ROCKFORD AP,2012-07-25--ROCKFORD-AP
96.0,1347383684,1999-07-25,COOK,99.0,IL,2012-07-25,CHICAGO OHARE AP,2012-07-25--CHICAGO-OHARE-AP
96.0,1347383684,2005-07-25,DUPAGE,97.0,IL,2012-07-25,WEST CHICAGO DUPAGE AP,2012-07-25--WEST-CHICAGO-DUPAGE-AP
95.0,1347383684,2005-07-25,MARION,103.0,IN,2012-07-25,INDIANAPOLIS INTL AP,2012-07-25--INDIANAPOLIS-INTL-AP
96.0,1347383685,1993-07-25,VANDERBURGH,103.0,IN,2012-07-25,EVANSVILLE REGIONAL AP,2012-07-25--EVANSVILLE-REGIONAL-AP
105.0,1347383685,1964-07-25,SEDGWICK,108.0,KS,2012-07-25,WICHITA MID-CONTINENT,2012-07-25--WICHITA-MID-CONTINENT
104.0,1347383685,1952-07-25,SHAWNEE,107.0,KS,2012-07-25,TOPEKA FORBES FLD,2012-07-25--TOPEKA-FORBES-FLD
106.0,1347383685,1952-07-25,SHAWNEE,107.0,KS,2012-07-25,TOPEKA ASOS,2012-07-25--TOPEKA-ASOS
102.0,1347383685,1952-07-25,JOHNSON,106.0,KS,2012-07-25,OLATHE JOHNSON CO AP,2012-07-25--OLATHE-JOHNSON-CO-AP
98.0,1347383685,1952-07-25,MCCRACKEN,101.0,KY,2012-07-25,PADUCAH BARKLEY AP,2012-07-25--PADUCAH-BARKLEY-AP
97.0,1347383685,2005-07-25,BOONE,100.0,KY,2012-07-25,COVINGTON WSO,2012-07-25--COVINGTON-WSO
100.0,1347383685,1999-07-25,JEFFERSON,100.0,KY,2012-07-25,LOUISVILLE INTL AP,2012-07-25--LOUISVILLE-INTL-AP
96.0,1347383685,1993-07-25,FAYETTE,96.0,KY,2012-07-25,LEXINGTON BLUEGRASS AP,2012-07-25--LEXINGTON-BLUEGRASS-AP
89.0,1347383685,2005-07-25,OAKLAND,89.0,MI,2012-07-25,PONTIAC OAKLAND CO INTL AP,2012-07-25--PONTIAC-OAKLAND-CO-INTL-AP
101.0,1347383685,2005-07-25,ST. LOUIS,108.0,MO,2012-07-25,ST LOUIS LAMBERT INTL AIRPORT,2012-07-25--ST-LOUIS-LAMBERT-INTL-AIRPORT
100.0,1347383685,2002-07-25,PLATTE,106.0,MO,2012-07-25,KANSAS CITY INTL AP,2012-07-25--KANSAS-CITY-INTL-AP
102.0,1347383685,2005-07-25,BOONE,106.0,MO,2012-07-25,COLUMBIA RGNL AP,2012-07-25--COLUMBIA-RGNL-AP
103.0,1347383685,1952-07-25,JASPER,104.0,MO,2012-07-25,JOPLIN REGIONAL  AIRPORT,2012-07-25--JOPLIN-REGIONAL--AIRPORT
100.0,1347383685,2005-07-25,CALLAWAY,103.0,MO,2012-07-25,JEFFERSON CITY MEM AP,2012-07-25--JEFFERSON-CITY-MEM-AP
102.0,1347383685,1986-07-25,GREENE,102.0,MO,2012-07-25,SPRINGFIELD WSO AP,2012-07-25--SPRINGFIELD-WSO-AP
100.0,1347383685,1986-07-25,SCOTT,100.0,MO,2012-07-25,CAPE GIRARDEAU FAA AP,2012-07-25--CAPE-GIRARDEAU-FAA-AP
103.0,1347383685,1952-07-25,DOUGLAS,106.0,NE,2012-07-25,OMAHA EPPLEY AIRFIELD,2012-07-25--OMAHA-EPPLEY-AIRFIELD
103.0,1347383685,1997-07-25,LANCASTER,104.0,NE,2012-07-25,LINCOLN AP,2012-07-25--LINCOLN-AP
99.0,1347383685,1953-07-25,MADISON,100.0,NE,2012-07-25,NORFOLK AP,2012-07-25--NORFOLK-AP
90.0,1347383685,1993-07-25,CUYAHOGA,90.0,OH,2012-07-25,CLEVELAND BURKE AP,2012-07-25--CLEVELAND-BURKE-AP
106.0,1347383685,1952-07-25,KAY,106.0,OK,2012-07-25,PONCA CITY MUNI AP,2012-07-25--PONCA-CITY-MUNI-AP
94.0,1347383685,1976-07-25,DANE,98.0,WI,2012-07-25,MADISON DANE CO AP,2012-07-25--MADISON-DANE-CO-AP
92.0,1347383686,2006-07-25,WINNEBAGO,97.0,WI,2012-07-25,OSHKOSH WITTMAN AP,2012-07-25--OSHKOSH-WITTMAN-AP
97.0,1347383686,1999-07-25,LA CROSSE,97.0,WI,2012-07-25,LA CROSSE MUNI AP,2012-07-25--LA-CROSSE-MUNI-AP
92.0,1347383686,1966-07-25,MILWAUKEE,96.0,WI,2012-07-25,MILWAUKEE MITCHELL AP,2012-07-25--MILWAUKEE-MITCHELL-AP
102.0,1347383686,1986-07-26,PULASKI,103.0,AR,2012-07-26,LITTLE ROCK ADAMS FLD,2012-07-26--LITTLE-ROCK-ADAMS-FLD
100.0,1347383686,1997-07-26,BOONE,100.0,AR,2012-07-26,HARRISON BOONE CO AP,2012-07-26--HARRISON-BOONE-CO-AP
102.0,1347383686,2006-07-26,COCONINO,103.0,AZ,2012-07-26,PAGE MUNI AP,2012-07-26--PAGE-MUNI-AP
101.0,1347383686,1999-07-26,RICHMOND,103.0,GA,2012-07-26,AUGUSTA BUSH FLD AP,2012-07-26--AUGUSTA-BUSH-FLD-AP
98.0,1347383686,2010-07-26,BACON,101.0,GA,2012-07-26,ALMA BACON CO AP,2012-07-26--ALMA-BACON-CO-AP
99.0,1347383686,2010-07-26,MUSCOGEE,99.0,GA,2012-07-26,COLUMBUS METO AP,2012-07-26--COLUMBUS-METO-AP
97.0,1347383686,1995-07-26,FULTON,98.0,GA,2012-07-26,ATLANTA HARTSFIELD AP,2012-07-26--ATLANTA-HARTSFIELD-AP
96.0,1347383686,1987-07-26,WICOMICO,98.0,MD,2012-07-26,SALISBURY FAA AP,2012-07-26--SALISBURY-FAA-AP
95.0,1347383686,2011-07-26,WASHINGTON,97.0,MD,2012-07-26,HAGERSTOWN WASHINGTON CO AP,2012-07-26--HAGERSTOWN-WASHINGTON-CO-AP
98.0,1347383689,1997-07-26,SCOTT,99.0,MO,2012-07-26,CAPE GIRARDEAU FAA AP,2012-07-26--CAPE-GIRARDEAU-FAA-AP
98.0,1347383689,1999-07-26,NEW HANOVER,98.0,NC,2012-07-26,WILMINGTON INTL AP,2012-07-26--WILMINGTON-INTL-AP
101.0,1347383689,2005-07-26,FLORENCE,101.0,SC,2012-07-26,FLORENCE RGNL AP,2012-07-26--FLORENCE-RGNL-AP
101.0,1347383689,1949-07-26,LEXINGTON,101.0,SC,2012-07-26,COLUMBIA METRO AP,2012-07-26--COLUMBIA-METRO-AP
98.0,1347383689,1940-07-26,ARLINGTON,100.0,VA,2012-07-26,WASHINGTON REAGAN AP,2012-07-26--WASHINGTON-REAGAN-AP
99.0,1347383689,1949-07-26,PITTSYLVANIA,99.0,VA,2012-07-26,DANVILLE REGIONAL AP,2012-07-26--DANVILLE-REGIONAL-AP
98.0,1347383689,1966-07-26,LOUDOUN,98.0,VA,2012-07-26,WASHGTN DULLES INTL AP,2012-07-26--WASHGTN-DULLES-INTL-AP
98.0,1347383689,1987-07-26,ROANOKE,98.0,VA,2012-07-26,ROANOKE INTL AP,2012-07-26--ROANOKE-INTL-AP
73.0,1347383689,1994-07-27,NORTH SLOPE BOROUGH,74.0,AK,2012-07-27,DEADHORSE,2012-07-27--DEADHORSE
100.0,1347383689,1997-07-27,JACKSON,100.0,IL,2012-07-27,CARBONDALE SOUTHERN IL AP,2012-07-27--CARBONDALE-SOUTHERN-IL-AP
98.0,1347383689,2005-07-27,WICOMICO,100.0,MD,2012-07-27,SALISBURY FAA AP,2012-07-27--SALISBURY-FAA-AP
102.0,1347383690,1986-07-27,GREENE,102.0,MO,2012-07-27,SPRINGFIELD WSO AP,2012-07-27--SPRINGFIELD-WSO-AP
100.0,1347383690,1949-07-27,NEW HANOVER,101.0,NC,2012-07-27,WILMINGTON INTL AP,2012-07-27--WILMINGTON-INTL-AP
101.0,1347383690,1949-07-27,CHEYENNE,101.0,NE,2012-07-27,SIDNEY MUNICIPAL AIRPORT,2012-07-27--SIDNEY-MUNICIPAL-AIRPORT
100.0,1347383690,2008-07-27,BOX BUTTE,100.0,NE,2012-07-27,ALLIANCE MUNICIPAL AIRPORT ASO,2012-07-27--ALLIANCE-MUNICIPAL-AIRPORT-ASO
106.0,1347383690,1986-07-28,PULASKI,108.0,AR,2012-07-28,LITTLE ROCK ADAMS FLD,2012-07-28--LITTLE-ROCK-ADAMS-FLD
104.0,1347383690,1997-07-28,GARLAND,106.0,AR,2012-07-28,HOT SPRINGS ASOS,2012-07-28--HOT-SPRINGS-ASOS
102.0,1347383690,2008-07-28,DREW,104.0,AR,2012-07-28,MONTICELLO MUNI AP,2012-07-28--MONTICELLO-MUNI-AP
101.0,1347383690,1986-07-28,BOONE,101.0,AR,2012-07-28,HARRISON BOONE CO AP,2012-07-28--HARRISON-BOONE-CO-AP
105.0,1347383690,1978-07-28,PROWERS,106.0,CO,2012-07-28,LAMAR MUNI AP,2012-07-28--LAMAR-MUNI-AP
107.0,1347383690,2011-07-28,SEDGWICK,107.0,KS,2012-07-28,WICHITA MID-CONTINENT,2012-07-28--WICHITA-MID-CONTINENT
102.0,1347383690,1953-07-28,LINCOLN,102.0,NE,2012-07-28,NORTH PLATTE RGNL AP,2012-07-28--NORTH-PLATTE-RGNL-AP
98.0,1347383690,1974-07-28,ADAMS,98.0,NE,2012-07-28,HASTINGS MUNICIPAL AIRPORT,2012-07-28--HASTINGS-MUNICIPAL-AIRPORT
107.0,1347383690,1986-07-28,TULSA,108.0,OK,2012-07-28,TULSA INTL AP,2012-07-28--TULSA-INTL-AP
106.0,1347383690,1930-07-28,OSAGE,108.0,OK,2012-07-28,BARTLESVILLE MUNICIPAL AP,2012-07-28--BARTLESVILLE-MUNICIPAL-AP
108.0,1347383690,1986-07-28,KAY,108.0,OK,2012-07-28,PONCA CITY MUNI AP,2012-07-28--PONCA-CITY-MUNI-AP
102.0,1347383690,1998-07-28,GREGG,102.0,TX,2012-07-28,LONGVIEW E TX RGNL AP,2012-07-28--LONGVIEW-E-TX-RGNL-AP
102.0,1347383690,2011-07-28,SMITH,102.0,TX,2012-07-28,TYLER POUNDS FLD,2012-07-28--TYLER-POUNDS-FLD
75.0,1347383690,1984-07-29,NORTH SLOPE BOROUGH,78.0,AK,2012-07-29,DEADHORSE,2012-07-29--DEADHORSE
100.0,1347383690,1987-07-29,MONTGOMERY,100.0,AL,2012-07-29,MONTGOMERY AP ASOS,2012-07-29--MONTGOMERY-AP-ASOS
104.0,1347383690,1999-07-29,GARLAND,106.0,AR,2012-07-29,HOT SPRINGS ASOS,2012-07-29--HOT-SPRINGS-ASOS
104.0,1347383690,1980-07-29,PROWERS,106.0,CO,2012-07-29,LAMAR MUNI AP,2012-07-29--LAMAR-MUNI-AP
109.0,1347383690,1978-07-29,SEDGWICK,111.0,KS,2012-07-29,WICHITA MID-CONTINENT,2012-07-29--WICHITA-MID-CONTINENT
105.0,1347383690,1999-07-29,SHAWNEE,109.0,KS,2012-07-29,TOPEKA FORBES FLD,2012-07-29--TOPEKA-FORBES-FLD
104.0,1347383690,1999-07-29,JOHNSON,108.0,KS,2012-07-29,OLATHE JOHNSON CO AP,2012-07-29--OLATHE-JOHNSON-CO-AP
105.0,1347383691,1999-07-29,SHAWNEE,107.0,KS,2012-07-29,TOPEKA ASOS,2012-07-29--TOPEKA-ASOS
105.0,1347383691,1986-07-29,JASPER,109.0,MO,2012-07-29,JOPLIN REGIONAL  AIRPORT,2012-07-29--JOPLIN-REGIONAL--AIRPORT
105.0,1347383691,1999-07-29,CLAY,107.0,MO,2012-07-29,KANSAS CY DOWNTOWN AP,2012-07-29--KANSAS-CY-DOWNTOWN-AP
106.0,1347383691,1986-07-29,GREENE,106.0,MO,2012-07-29,SPRINGFIELD WSO AP,2012-07-29--SPRINGFIELD-WSO-AP
103.0,1347383691,1999-07-29,PLATTE,105.0,MO,2012-07-29,KANSAS CITY INTL AP,2012-07-29--KANSAS-CITY-INTL-AP
109.0,1347383691,1986-07-29,OSAGE,110.0,OK,2012-07-29,BARTLESVILLE MUNICIPAL AP,2012-07-29--BARTLESVILLE-MUNICIPAL-AP
102.0,1347383691,1998-07-29,GREGG,105.0,TX,2012-07-29,LONGVIEW E TX RGNL AP,2012-07-29--LONGVIEW-E-TX-RGNL-AP
104.0,1347383691,1998-07-29,TARRANT,105.0,TX,2012-07-29,FT WORTH MEACHAM FLD,2012-07-29--FT-WORTH-MEACHAM-FLD
102.0,1347383691,1986-07-29,SMITH,103.0,TX,2012-07-29,TYLER POUNDS FLD,2012-07-29--TYLER-POUNDS-FLD
101.0,1347383691,1986-07-29,DALLAM,102.0,TX,2012-07-29,DALHART FAA AP,2012-07-29--DALHART-FAA-AP
100.0,1347383691,1995-07-29,CAMERON,100.0,TX,2012-07-29,HARLINGEN RIO GRANDE AP,2012-07-29--HARLINGEN-RIO-GRANDE-AP
101.0,1347383691,1987-07-30,MONTGOMERY,102.0,AL,2012-07-30,MONTGOMERY AP ASOS,2012-07-30--MONTGOMERY-AP-ASOS
108.0,1347383693,1986-07-30,PULASKI,111.0,AR,2012-07-30,LITTLE ROCK ADAMS FLD,2012-07-30--LITTLE-ROCK-ADAMS-FLD
107.0,1347383693,1986-07-30,GARLAND,107.0,AR,2012-07-30,HOT SPRINGS ASOS,2012-07-30--HOT-SPRINGS-ASOS
104.0,1347383693,2006-07-30,DREW,106.0,AR,2012-07-30,MONTICELLO MUNI AP,2012-07-30--MONTICELLO-MUNI-AP
104.0,1347383693,1980-07-30,CRAIGHEAD,104.0,AR,2012-07-30,JONESBORO MUNI AP,2012-07-30--JONESBORO-MUNI-AP
110.0,1347383693,1986-07-30,SEDGWICK,111.0,KS,2012-07-30,WICHITA MID-CONTINENT,2012-07-30--WICHITA-MID-CONTINENT
109.0,1347383693,1986-07-30,OSAGE,110.0,OK,2012-07-30,BARTLESVILLE MUNICIPAL AP,2012-07-30--BARTLESVILLE-MUNICIPAL-AP
109.0,1347383693,1986-07-30,KAY,110.0,OK,2012-07-30,PONCA CITY MUNI AP,2012-07-30--PONCA-CITY-MUNI-AP
105.0,1347383693,1999-07-30,CHILDRESS,105.0,TX,2012-07-30,CHILDRESS MUNI AP,2012-07-30--CHILDRESS-MUNI-AP
102.0,1347383693,1991-07-30,CAMERON,102.0,TX,2012-07-30,HARLINGEN RIO GRANDE AP,2012-07-30--HARLINGEN-RIO-GRANDE-AP
105.0,1347383693,1986-07-31,DREW,105.0,AR,2012-07-31,MONTICELLO MUNI AP,2012-07-31--MONTICELLO-MUNI-AP
100.0,1347383693,1919-07-31,SANGAMON,101.0,IL,2012-07-31,SPRINGFIELD LINCOLN AP,2012-07-31--SPRINGFIELD-LINCOLN-AP
98.0,1347383693,2006-07-31,MACON,99.0,IL,2012-07-31,DECATUR AP,2012-07-31--DECATUR-AP
97.0,1347383693,1988-07-31,CHAMPAIGN,97.0,IL,2012-07-31,CHAMPAIGN WILLARD AP,2012-07-31--CHAMPAIGN-WILLARD-AP
103.0,1347383693,1970-07-31,ST. LOUIS,103.0,MO,2012-07-31,ST LOUIS LAMBERT INTL AIRPORT,2012-07-31--ST-LOUIS-LAMBERT-INTL-AIRPORT
108.0,1347383693,1980-07-31,TULSA,112.0,OK,2012-07-31,TULSA INTL AP,2012-07-31--TULSA-INTL-AP
110.0,1347383693,1934-07-31,OSAGE,112.0,OK,2012-07-31,BARTLESVILLE MUNICIPAL AP,2012-07-31--BARTLESVILLE-MUNICIPAL-AP
111.0,1347383693,1914-07-31,KIOWA,112.0,OK,2012-07-31,HOBART MUNICIPAL  AIRPORT,2012-07-31--HOBART-MUNICIPAL--AIRPORT
108.0,1347383694,2011-07-31,KAY,111.0,OK,2012-07-31,PONCA CITY MUNI AP,2012-07-31--PONCA-CITY-MUNI-AP
107.0,1347383694,1980-07-31,OKLAHOMA,108.0,OK,2012-07-31,OKLAHOMA CITY WILL ROGERS AP,2012-07-31--OKLAHOMA-CITY-WILL-ROGERS-AP
108.0,1347383694,1986-07-31,ELLIS,108.0,OK,2012-07-31,GAGE AP,2012-07-31--GAGE-AP
109.0,1347383694,1986-07-31,WICHITA,110.0,TX,2012-07-31,WICHITA FALLS MUNI AP,2012-07-31--WICHITA-FALLS-MUNI-AP
106.0,1347383694,1967-07-31,CHILDRESS,108.0,TX,2012-07-31,CHILDRESS MUNI AP,2012-07-31--CHILDRESS-MUNI-AP
105.0,1347383694,1998-07-31,TARRANT,107.0,TX,2012-07-31,FT WORTH MEACHAM FLD,2012-07-31--FT-WORTH-MEACHAM-FLD
106.0,1347383694,1998-07-31,TARRANT,106.0,TX,2012-07-31,DAL-FTW WSCMO AP,2012-07-31--DAL-FTW-WSCMO-AP
105.0,1347383694,1986-07-31,TAYLOR,105.0,TX,2012-07-31,ABILENE RGNL AP,2012-07-31--ABILENE-RGNL-AP
105.0,1347383694,2010-07-31,TOM GREEN,105.0,TX,2012-07-31,SAN ANGELO MATHIS  FLD,2012-07-31--SAN-ANGELO-MATHIS--FLD
104.0,1347383694,1991-07-31,VAL VERDE,104.0,TX,2012-07-31,DEL RIO AP,2012-07-31--DEL-RIO-AP
99.0,1347383694,1980-07-31,POTTER,103.0,TX,2012-07-31,AMARILLO WSO AP,2012-07-31--AMARILLO-WSO-AP
101.0,1347383694,2009-07-31,CAMERON,102.0,TX,2012-07-31,HARLINGEN RIO GRANDE AP,2012-07-31--HARLINGEN-RIO-GRANDE-AP
99.0,1347383694,2008-07-31,DALLAM,101.0,TX,2012-07-31,DALHART FAA AP,2012-07-31--DALHART-FAA-AP
99.0,1347383694,2009-07-31,NUECES,100.0,TX,2012-07-31,CORPUS CHRISTI AP,2012-07-31--CORPUS-CHRISTI-AP
100.0,1347383694,1988-07-31,CAMPBELL,100.0,WY,2012-07-31,GILLETTE CAMPBELL AP,2012-07-31--GILLETTE-CAMPBELL-AP
101.0,1347383694,1999-08-01,COLBERT,102.0,AL,2012-08-01,MUSCLE SHOALS AP,2012-08-01--MUSCLE-SHOALS-AP
98.0,1347383694,2008-08-01,LAS ANIMAS,99.0,CO,2012-08-01,TRINIDAD AP,2012-08-01--TRINIDAD-AP
98.0,1347383694,1953-08-01,VANDERBURGH,99.0,IN,2012-08-01,EVANSVILLE REGIONAL AP,2012-08-01--EVANSVILLE-REGIONAL-AP
106.0,1347383694,2011-08-01,FORD,107.0,KS,2012-08-01,DODGE CITY RGNL AP,2012-08-01--DODGE-CITY-RGNL-AP
98.0,1347383694,1987-08-01,MCCRACKEN,100.0,KY,2012-08-01,PADUCAH BARKLEY AP,2012-08-01--PADUCAH-BARKLEY-AP
100.0,1347383694,2011-08-01,CHEYENNE,100.0,NE,2012-08-01,SIDNEY MUNICIPAL AIRPORT,2012-08-01--SIDNEY-MUNICIPAL-AIRPORT
102.0,1347383694,2002-08-01,CHAVES,105.0,NM,2012-08-01,ROSWELL IND AP,2012-08-01--ROSWELL-IND-AP
108.0,1347383694,1980-08-01,OKLAHOMA,112.0,OK,2012-08-01,OKLAHOMA CITY WILL ROGERS AP,2012-08-01--OKLAHOMA-CITY-WILL-ROGERS-AP
110.0,1347383695,2011-08-01,TULSA,112.0,OK,2012-08-01,TULSA INTL AP,2012-08-01--TULSA-INTL-AP
108.0,1347383695,1923-08-01,KIOWA,112.0,OK,2012-08-01,HOBART MUNICIPAL  AIRPORT,2012-08-01--HOBART-MUNICIPAL--AIRPORT
106.0,1347383695,2011-08-01,ELLIS,111.0,OK,2012-08-01,GAGE AP,2012-08-01--GAGE-AP
110.0,1347383695,2011-08-01,KAY,111.0,OK,2012-08-01,PONCA CITY MUNI AP,2012-08-01--PONCA-CITY-MUNI-AP
100.0,1347383695,1988-08-01,MINNEHAHA,102.0,SD,2012-08-01,SIOUX FALLS AP,2012-08-01--SIOUX-FALLS-AP
108.0,1347383695,2011-08-01,PALO PINTO,108.0,TX,2012-08-01,MINERAL WELLS AP,2012-08-01--MINERAL-WELLS-AP
103.0,1347383695,2011-08-01,TAYLOR,107.0,TX,2012-08-01,ABILENE RGNL AP,2012-08-01--ABILENE-RGNL-AP
107.0,1347383695,2011-08-01,DALLAS,107.0,TX,2012-08-01,DALLAS FAA AP,2012-08-01--DALLAS-FAA-AP
104.0,1347383695,1957-08-01,VAL VERDE,106.0,TX,2012-08-01,DEL RIO AP,2012-08-01--DEL-RIO-AP
101.0,1347383695,2003-08-01,POTTER,105.0,TX,2012-08-01,AMARILLO WSO AP,2012-08-01--AMARILLO-WSO-AP
103.0,1347383695,2003-08-01,DALLAM,103.0,TX,2012-08-01,DALHART FAA AP,2012-08-01--DALHART-FAA-AP
100.0,1347383695,2009-08-01,CAMERON,103.0,TX,2012-08-01,HARLINGEN RIO GRANDE AP,2012-08-01--HARLINGEN-RIO-GRANDE-AP
98.0,1347383695,2001-08-01,CAMERON,98.0,TX,2012-08-01,BROWNSVILLE INTL AP,2012-08-01--BROWNSVILLE-INTL-AP
100.0,1347383695,1987-08-02,COLBERT,101.0,AL,2012-08-02,MUSCLE SHOALS AP,2012-08-02--MUSCLE-SHOALS-AP
99.0,1347383695,1957-08-02,FULTON,99.0,GA,2012-08-02,ATLANTA HARTSFIELD AP,2012-08-02--ATLANTA-HARTSFIELD-AP
97.0,1347383695,1999-08-02,FULTON,97.0,GA,2012-08-02,ATLANTA FULTON CO AP,2012-08-02--ATLANTA-FULTON-CO-AP
97.0,1347383695,1991-08-02,CHAMPAIGN,97.0,IL,2012-08-02,CHAMPAIGN WILLARD AP,2012-08-02--CHAMPAIGN-WILLARD-AP
98.0,1347383695,1964-08-02,VANDERBURGH,99.0,IN,2012-08-02,EVANSVILLE REGIONAL AP,2012-08-02--EVANSVILLE-REGIONAL-AP
96.0,1347383695,2011-08-02,MARION,97.0,IN,2012-08-02,INDIANAPOLIS INTL AP,2012-08-02--INDIANAPOLIS-INTL-AP
100.0,1347383695,1987-08-02,MCCRACKEN,101.0,KY,2012-08-02,PADUCAH BARKLEY AP,2012-08-02--PADUCAH-BARKLEY-AP
106.0,1347383695,1944-08-02,EDDY,108.0,NM,2012-08-02,CAVERN CITY AIRPORT,2012-08-02--CAVERN-CITY-AIRPORT
105.0,1347383695,2011-08-02,CHAVES,106.0,NM,2012-08-02,ROSWELL IND AP,2012-08-02--ROSWELL-IND-AP
110.0,1347383695,2011-08-02,KIOWA,113.0,OK,2012-08-02,HOBART MUNICIPAL  AIRPORT,2012-08-02--HOBART-MUNICIPAL--AIRPORT
110.0,1347383696,1980-08-02,OKLAHOMA,112.0,OK,2012-08-02,OKLAHOMA CITY WILL ROGERS AP,2012-08-02--OKLAHOMA-CITY-WILL-ROGERS-AP
110.0,1347383696,2011-08-02,ELLIS,112.0,OK,2012-08-02,GAGE AP,2012-08-02--GAGE-AP
112.0,1347383696,2011-08-02,TULSA,112.0,OK,2012-08-02,TULSA INTL AP,2012-08-02--TULSA-INTL-AP
99.0,1347383696,1988-08-02,DAVIDSON,99.0,TN,2012-08-02,NASHVILLE ASOS,2012-08-02--NASHVILLE-ASOS
111.0,1347383696,2011-08-02,WICHITA,112.0,TX,2012-08-02,WICHITA FALLS MUNI AP,2012-08-02--WICHITA-FALLS-MUNI-AP
108.0,1347383696,2003-08-02,WINKLER,109.0,TX,2012-08-02,WINK FAA AP,2012-08-02--WINK-FAA-AP
106.0,1347383696,2011-08-02,TAYLOR,107.0,TX,2012-08-02,ABILENE RGNL AP,2012-08-02--ABILENE-RGNL-AP
106.0,1347383696,2011-08-02,TOM GREEN,107.0,TX,2012-08-02,SAN ANGELO MATHIS  FLD,2012-08-02--SAN-ANGELO-MATHIS--FLD
103.0,1347383696,2011-08-02,MIDLAND,106.0,TX,2012-08-02,MIDLAND INTL  AP,2012-08-02--MIDLAND-INTL--AP
