state_county,station_name,lat,lon
MINNESOTA/LYON,TRACY,44.23333,-95.61667
MINNESOTA/LYON,MARSHALL,44.4706,-95.7908
MINNESOTA/LYON,TRACY,44.2394,-95.6308
MINNESOTA/LYON,LYND NO 2,44.36667,-95.86667
MINNESOTA/MAHNOMEN,LAMBERT,47.8,-95.9
MINNESOTA/MAHNOMEN,BEAULIEU,47.33333,-95.76667
MINNESOTA/MAHNOMEN,MAHNOMEN 1 W,47.31722,-95.9675
MINNESOTA/MARSHALL,THIEF LAKE REFUGE,48.4891,-95.9505
MINNESOTA/MARSHALL,EXCEL,48.23333,-96.16667
MINNESOTA/MARSHALL,WARREN,48.183333,-96.733333
MINNESOTA/MARSHALL,GOLDEN VALLEY,48.316667,-95.883333
MINNESOTA/MARSHALL,FRAM,48.75,-95.75
MINNESOTA/MARSHALL,EXCEL,,
MINNESOTA/MARSHALL,ARGYLE,48.33111,-96.82528
MINNESOTA/MARSHALL,NEWFOLDEN,48.33333,-96.33333
MINNESOTA/MARSHALL,GRYGLA,48.28333,-95.61667
MINNESOTA/MARSHALL,BREESE,48.33333,-96.33333
MINNESOTA/MARSHALL,FRAM,48.43333,-95.78333
MINNESOTA/MARSHALL,WARREN,48.2,-96.78333
MINNESOTA/MARSHALL,THIEF RIVER FALLS 5N,48.18333,-96.16667
MINNESOTA/MARSHALL,THIEF RIVER FALLS 5 N,48.18333,-96.16667
MINNESOTA/MARSHALL,AGASSIZ REFUGE,48.30056,-95.98167
MINNESOTA/MARSHALL,OSLO,48.19417,-97.14
MINNESOTA/MARSHALL,ALVARADO,48.2,-97
MINNESOTA/MARTIN,FAIRMONT,43.6447,-94.4656
MINNESOTA/MARTIN,SHERBURN 2 E,43.65,-94.7
MINNESOTA/MARTIN,FAIRMONT RADIO KSUM,43.63333,-94.48333
MINNESOTA/MARTIN,SHERBURN 3 WSW,43.6304,-94.7744
MINNESOTA/MARTIN,FAIRMONT MUNICIPAL AP,43.65,-94.41667
MINNESOTA/MCLEOD,HUTCHINSON MUNICIPAL BUTLER FIELD AIRPORT,44.85889,-94.38167
MINNESOTA/MCLEOD,WINSTED,44.9511,-94.0629
MINNESOTA/MCLEOD,GLENCOE MUNICIPAL AP,44.75583,-94.08111
MINNESOTA/MCLEOD,STEWART,44.73444,-94.3425
MINNESOTA/MCLEOD,LESTER PRAIRIE 1E,44.8561,-94.0507
MINNESOTA/MCLEOD,HUTCHINSON 1 N,44.909,-94.3674
MINNESOTA/MCLEOD,GLENCOE,44.75,-94.15
MINNESOTA/MCLEOD,HUTCHINSON 1W,44.88833,-94.38722
MINNESOTA/MCLEOD,GLENCOE,44.75,-94.13333
MINNESOTA/MCLEOD,BROWNTON WWTP,44.7335,-94.3417
MINNESOTA/MEEKER,LITCHFIELD MUNICIPAL AP,45.14694,-94.50722
MINNESOTA/MEEKER,LITCHFIELD MUNICIPAL AP,45.1,-94.5
MINNESOTA/MEEKER,DASSEL,45.0824,-94.3075
MINNESOTA/MEEKER,DASSEL,45.083333,-94.333333
MINNESOTA/MEEKER,LITCHFIELD,45.1279,-94.5348
MINNESOTA/MILLE LACS,ONAMIA RANGER STN,46.068,-93.6663
MINNESOTA/MILLE LACS,MILACA,45.7532,-93.6617
MINNESOTA/MILLE LACS,PRINCETON,45.58333,-93.58333
MINNESOTA/MILLE LACS,LAWRENCE WAHKON,46.11667,-93.51667
MINNESOTA/MILLE LACS,ISLE,46.13333,-93.46667
MINNESOTA/MILLE LACS,LAWRENCE,,
MINNESOTA/MORRISON,LITTLE FALLS 1 N,45.9934,-94.3507
MINNESOTA/MORRISON,LITTLE FALLS WATER W,45.98333,-94.35
MINNESOTA/MORRISON,PIERZ,45.966667,-94.1
MINNESOTA/MORRISON,LITTLE FALLS MORRISON COUNTY AIRPORT,45.94917,-94.34694
MINNESOTA/MORRISON,ROYALTON 5 W,45.8333,-94.3667
MINNESOTA/MORRISON,BLANCHARD POWER STN,45.86667,-94.35
MINNESOTA/MORRISON,ROYALTON,45.833333,-94.3
MINNESOTA/MOWER,AUSTIN 2 S,43.65444,-92.97083
MINNESOTA/MOWER,AUSTIN,43.66667,-92.96667
MINNESOTA/MOWER,AUSTIN 1 E,43.66667,-92.95
MINNESOTA/MOWER,AUSTIN,43.66667,-92.93333
MINNESOTA/MOWER,AUSTIN 3 N,43.7,-92.95
MINNESOTA/MOWER,AUSTIN 3 NE,43.7,-92.95
MINNESOTA/MOWER,AUSTIN MUNICIPAL AIRPORT,43.66472,-92.93333
MINNESOTA/MOWER,LE ROY,43.51667,-92.5
MINNESOTA/MOWER,AUSTIN WASTE WATER TREATMENT FACILITY,43.6542,-92.9739
MINNESOTA/MOWER,RACINE,43.783333,-92.5
MINNESOTA/MOWER,GRAND MEADOW,43.7047,-92.5644
MINNESOTA/MURRAY,LAKE WILSON,43.9981,-95.9572
MINNESOTA/MURRAY,SLAYTON 9 SW,43.9,-95.88333
MINNESOTA/MURRAY,SLAYTON,44,-95.75
MINNESOTA/MURRAY,CURRIE,44.08333,-95.66667
MINNESOTA/MURRAY,SLAYTON MUNICIPAL AP,43.98667,-95.7825
MINNESOTA/MURRAY,SLAYTON,43.98333,-95.75
MINNESOTA/NICOLLET,FORT RIDGELY STATE PARK,44.456,-94.735
MINNESOTA/NICOLLET,NEW ULM 3SE,44.2944,-94.4082
MINNESOTA/NICOLLET,NORTH MANKATO 2,44.1709,-94.0385
MINNESOTA/NICOLLET,GIBBS STATION LE SUEUR NEAR,44.433333,-93.983333
MINNESOTA/NICOLLET,ST PETER,44.3223,-93.9655
MINNESOTA/NOBLES,WORTHINGTON RADIO KW,43.6308,-95.6816
MINNESOTA/NOBLES,WORTHINGTON,43.61667,-95.6
MINNESOTA/NOBLES,KINBRAE,43.83333,-95.5
MINNESOTA/NOBLES,WORTHINGTON 2 NNE,43.6449,-95.5802
MINNESOTA/NORMAN,HALSTAD,47.3537,-96.8335
MINNESOTA/NORMAN,TWIN VALLEY 3 SW,47.2235,-96.2921
MINNESOTA/NORMAN,HALSTAD RIVER,47.35,-96.85
MINNESOTA/NORMAN,HENDRUM,47.26667,-96.8
MINNESOTA/NORMAN,TWIN VALLEY,47.26667,-96.25
MINNESOTA/NORMAN,TWIN VALLEY RIVER,47.26667,-96.25667
MINNESOTA/NORMAN,SHELLY 4 SE,47.41667,-96.76667
MINNESOTA/NORMAN,ADA,47.2937,-96.5154
MINNESOTA/OLMSTED,ROCHESTER RIVER,44.06667,-92.46667
MINNESOTA/OLMSTED,EYOTA,43.966667,-92.233333
MINNESOTA/OLMSTED,ROCHESTER AP 2NE,43.9336,-92.4729
MINNESOTA/OLMSTED,BYRON,44.0909,-92.64
MINNESOTA/OLMSTED,ELGIN 2SSW,44.0969,-92.2702
MINNESOTA/OLMSTED,CHATFIELD,43.83333,-92.2
MINNESOTA/OLMSTED,ROCHESTER INTL AP,43.9041,-92.4916
MINNESOTA/OLMSTED,PINE ISLAND 1S,44.1927,-92.6491
MINNESOTA/OLMSTED,ROCHESTER SEWAGE,44.06667,-92.46667
MINNESOTA/OLMSTED,ROCHESTER 2,44.01667,-92.48333
MINNESOTA/OLMSTED,ROCHESTER POST BUL,44.03333,-92.45
MINNESOTA/OLMSTED,SALEM CORNERS,43.98333,-92.61667
MINNESOTA/OLMSTED,ROCKDELL 2 ENE,43.91667,-92.6
MINNESOTA/OLMSTED,ROCHESTER,44,-92.45
MINNESOTA/OTTER TAIL,PELICAN RAPIDS,46.56889,-96.08861
MINNESOTA/OTTER TAIL,FERGUS FALLS,46.2919,-96.1172
MINNESOTA/OTTER TAIL,NEW YORK MILLS,46.5092,-95.3799
MINNESOTA/OTTER TAIL,ST OLAF,46.11667,-95.83333
MINNESOTA/OTTER TAIL,OTTERTAIL,46.4313,-95.5463
MINNESOTA/OTTER TAIL,FERGUS FALLS AIRPORT,46.28333,-96.15
MINNESOTA/OTTER TAIL,FERGUS FALLS,46.28333,-96.16667
MINNESOTA/OTTER TAIL,FERGUS FALLS RADIO KOTE,46.28333,-96.1
MINNESOTA/OTTER TAIL,FERGUS FALLS,46.28333,-96.06667
MINNESOTA/OTTER TAIL,ORWELL DAM,46.21472,-96.17833
MINNESOTA/OTTER TAIL,PERHAM,46.594404,-95.572542
MINNESOTA/OTTER TAIL,DALTON 3S,46.125,-95.90889
MINNESOTA/PENNINGTON,TRAIL 12 NNE,47.95,-95.65
MINNESOTA/PENNINGTON,HIGH LANDING 2 NW,48.06667,-95.85
MINNESOTA/PENNINGTON,GOODRIDGE,48.15,-95.8
MINNESOTA/PENNINGTON,THIEF RIVER FALLS 2,48.133,-96.1666
MINNESOTA/PENNINGTON,HIGH LANDING RIVER,48.0841,-95.9425
MINNESOTA/PENNINGTON,THIEF RIVER FALLS MUNICIPAL AP,48.06667,-96.18333
MINNESOTA/PINE,PINE CITY RIVER,45.83333,-92.9
MINNESOTA/PINE,HINCKLEY,46.01667,-92.95
MINNESOTA/PINE,HINCKLEY,46.01667,-92.95
MINNESOTA/PINE,NICKERSON,46.433333,-92.5
MINNESOTA/PINE,HINCKLEY,45.9919,-92.9927
MINNESOTA/PINE,SANDSTONE,46.16667,-92.9
MINNESOTA/PINE,WILLOW RIVER,46.31667,-92.8
MINNESOTA/PINE,HINCKLEY 2 RIVER STN,46.16667,-92.93333
MINNESOTA/PINE,BRUNO 7ENE,46.3014,-92.5406
MINNESOTA/PIPESTONE,PIPESTONE MUNICIPAL AIRPORT,43.98306,-96.30028
MINNESOTA/PIPESTONE,AIRLIE,44,-96.5
MINNESOTA/PIPESTONE,HOLLAND,44.08333,-96.16667
MINNESOTA/PIPESTONE,PIPESTONE,44.0138,-96.3258
MINNESOTA/POLK,SUNRISE CITY,45.58333,-92.83333
MINNESOTA/POLK,CROOKSTON #1,47.83333,-96.6
MINNESOTA/POLK,CROOKSTON MUNICIPAL KIRKWOOD FIELD AIRPORT,47.84167,-96.62139
MINNESOTA/POLK,FOSSTON MUNICIPAL AIRPORT,47.59278,-95.77528
MINNESOTA/POLK,CROOKSTON,47.78333,-96.61667
MINNESOTA/POLK,CROOKSTON NW EXP STN,47.80139,-96.60278
MINNESOTA/POLK,ANGUS 1 N,48.1,-96.7
MINNESOTA/POLK,ANGUS 4 NNE,48.13333,-96.68333
MINNESOTA/POLK,MCINTOSH,47.63333,-95.88333
MINNESOTA/POLK,BELTRAMI,47.54361,-96.53111
MINNESOTA/POLK,EAST GRAND FORK,47.92694,-97.02833
MINNESOTA/POLK,FOSSTON,47.5636,-95.7244
MINNESOTA/POPE,GLENWOOD MUNICIPAL AIRPORT,45.64389,-95.32028
MINNESOTA/POPE,BARRETT,45.75,-95.75
MINNESOTA/POPE,STARBUCK,45.66667,-95.5
MINNESOTA/POPE,GLENWOOD 2 WNW,45.6584,-95.4392
MINNESOTA/RAMSEY,ST. PAUL 3SW,44.9312,-93.154
MINNESOTA/RAMSEY,ST PAUL DOWNTOWN AP,44.93222,-93.05583
MINNESOTA/RAMSEY,VADNAIS LAKE,45.0482,-93.0959
MINNESOTA/RAMSEY,WHITE BEAR LAKE AAWO,45.05,-93
MINNESOTA/RAMSEY,ST PAUL,44.94611,-93.03
MINNESOTA/RAMSEY,UNIV OF MINN ST PAUL,44.9846,-93.1772
MINNESOTA/RAMSEY,ST PAUL UNIV FARM,45,-93.16667
MINNESOTA/RAMSEY,ST PAUL,44.95,-93.08333
MINNESOTA/RAMSEY,ST PAUL WABASHA STREET BRIDGE,44.95,-93.08333
MINNESOTA/RAMSEY,ST PAUL,44.96667,-93.08333
MINNESOTA/RAMSEY,ST PAUL DOWNTOWN AIRPORT,44.93194,-93.05556
MINNESOTA/RAMSEY,TWIN CITY ORDNANCE PLANT,45.083333,-93.166667
MINNESOTA/RED LAKE,RED LAKE FALLS,47.888,-96.2658
MINNESOTA/RED LAKE,PLUMMER 1 NW,47.91639,-96.03361
MINNESOTA/RED LAKE,LAMBERT,43.683333,-95.183333
MINNESOTA/RED LAKE,OKLEE,47.83333,-95.85
MINNESOTA/RED LAKE,OKLEE,47.83333,-95.85
MINNESOTA/REDWOOD,LAMBERTON SW EXP STN,44.2395,-95.3152
MINNESOTA/REDWOOD,REDWOOD FALLS,44.53333,-95.11667
MINNESOTA/REDWOOD,REDWOOD FALLS MUNICIPAL AP,44.54722,-95.08222
MINNESOTA/REDWOOD,REDWOOD FALLS MUNICIPAL AIRPORT,44.54833,-95.08028
MINNESOTA/REDWOOD,REDWOOD FALLS,44.5428,-95.112
MINNESOTA/REDWOOD,VESTA,44.508,-95.411
MINNESOTA/REDWOOD,MORGAN,44.4175,-94.92167
MINNESOTA/RENVILLE,BIRD ISLAND,44.76667,-94.9
MINNESOTA/RENVILLE,OLIVIA REGIONAL AP,44.77861,-95.03278
MINNESOTA/RENVILLE,OLIVIA 3E,44.7629,-94.9298
MINNESOTA/RENVILLE,LAKESIDE,44.86667,-94.55
MINNESOTA/RICE,FARIBAULT,44.3074,-93.265
MINNESOTA/RICE,FARIBAULT R S KDHL,44.26667,-93.28333
MINNESOTA/RICE,FARIBAULT MUNI AP,44.33333,-93.31667
MINNESOTA/RICE,CANNON CITY,44.366667,-93.166667
MINNESOTA/RICHLAND,BRECKINRIDGE,46.26667,-96.6
MINNESOTA/ROCK,LUVERNE QUENTIN AANENSON FIELD AP,43.62111,-96.21583
MINNESOTA/ROCK,ROCK COUNTY SHERIFF,43.6556,-96.2058
MINNESOTA/ROCK,LUVERNE,43.6658,-96.2022
MINNESOTA/ROSEAU,ROSEAU,48.85,-95.75
MINNESOTA/ROSEAU,WARROAD,48.91667,-95.31667
MINNESOTA/ROSEAU,WANNASKA 1 S,48.65,-95.75
MINNESOTA/ROSEAU,WARROAD,48.89472,-95.33
MINNESOTA/ROSEAU,WANNASKA 8 SE,48.56667,-95.63333
MINNESOTA/ROSEAU,ROSEAU,48.85,-95.7
MINNESOTA/ROSEAU,WARROAD INTERNATIONAL SWEDE CARLSON FIELD AIRPORT,48.94139,-95.34833
MINNESOTA/ROSEAU,WARROAD,48.93333,-95.35
MINNESOTA/ROSEAU,WARROAD,48.91667,-95.3
MINNESOTA/ROSEAU,ROSEAU MUNICIPAL RUDY BILLBERG FIELD AIRPORT,48.85583,-95.69694
MINNESOTA/ROSEAU,ROSEAU RIVER,48.85667,-95.76306
MINNESOTA/ROSEAU,ROSEAU,48.84861,-95.7675
MINNESOTA/SCOTT,SHAKOPEE,44.76667,-93.5
MINNESOTA/SCOTT,CARVER,44.75,-93.58333
MINNESOTA/SCOTT,BELLE PLAINE,44.63333,-93.76667
MINNESOTA/SCOTT,JORDAN 2E,44.6501,-93.6356
MINNESOTA/SHERBURNE,ST CLOUD STATE TEACHERS COLLEGE,45.55,-94.13333
MINNESOTA/SHERBURNE,ST CLOUD WHITNEY,45.55,-94.06667
MINNESOTA/SHERBURNE,ELK RIVER,45.3049,-93.5842
MINNESOTA/SHERBURNE,SANTIAGO 3 E,45.54611,-93.75722
MINNESOTA/SHERBURNE,PRINCETON MUNICIPAL AP,45.55972,-93.60806
MINNESOTA/SHERBURNE,ST CLOUD WHITNEY MEMORIAL AP,45.58333,-94.18333
MINNESOTA/SHERBURNE,ST CLOUD 6 SE,45.49361,-94.05722
MINNESOTA/SHERBURNE,CLEAR LAKE,45.45,-94
MINNESOTA/SHERBURNE,ST CLOUD REGIONAL AP,45.5433,-94.0513
MINNESOTA/SIBLEY,GAYLORD,44.55639,-94.22056
MINNESOTA/SIBLEY,BLAKELEY,44.6,-93.866667
MINNESOTA/SIBLEY,HENDERSON 3W,44.53556,-93.97
MINNESOTA/SIBLEY,STEWART 6 SSW,44.65,-94.51667
MINNESOTA/SIBLEY,WINTHROP,44.53333,-94.36667
MINNESOTA/SIBLEY,GAYLORD,44.56667,-94.21667
MINNESOTA/SIBLEY,BELLE PLAINE,44.63333,-93.76667
MINNESOTA/SIBLEY,HENDERSON,44.5282,-93.9085
MINNESOTA/ST. LOUIS,DULUTH NE EXP FARM,46.86667,-92.1
MINNESOTA/ST. LOUIS,AURORA STEVENS MINE,47.56667,-92.2
MINNESOTA/ST. LOUIS,EVELETH WW PLANT,47.4581,-92.5303
MINNESOTA/ST. LOUIS,KETTLE FALLS,48.5011,-92.6444
MINNESOTA/ST. LOUIS,TOWER DNR,47.8002,-92.2866
MINNESOTA/ST. LOUIS,EMBARRASS,47.6581,-92.1958
MINNESOTA/ST. LOUIS,BRIMSON 1E,47.2472,-91.8624
MINNESOTA/ST. LOUIS,KABETOGAMA,48.4088,-93.0484
MINNESOTA/ST. LOUIS,ISLAND LAKE 4E,47.02389,-92.07
MINNESOTA/ST. LOUIS,BABBITT,47.7121,-91.9533
MINNESOTA/ST. LOUIS,ELY RANGER STATION,47.9,-91.883333
MINNESOTA/ST. LOUIS,FLOODWOOD,46.916667,-92.9
MINNESOTA/ST. LOUIS,LAKE VERMILLION,47.833333,-92.333333
MINNESOTA/ST. LOUIS,MARFIELD,,
MINNESOTA/ST. LOUIS,MOUNT IRON,47.533333,-92.6
MINNESOTA/ST. LOUIS,STEPHENS MINE,47.566667,-92.2
MINNESOTA/ST. LOUIS,HIBBING CHISHOLM HIBBING AP,47.38639,-92.83889
MINNESOTA/ST. LOUIS,FLOODWOOD 3 NE,46.9728,-92.87
MINNESOTA/ST. LOUIS,COOK 8NE,47.8948,-92.5337
MINNESOTA/ST. LOUIS,DULUTH NWS,46.8368,-92.2108
MINNESOTA/ST. LOUIS,ORR 3E,48.0508,-92.7636
MINNESOTA/ST. LOUIS,TOWER 2S,47.7817,-92.2784
MINNESOTA/ST. LOUIS,COTTON,47.17,-92.46667
MINNESOTA/ST. LOUIS,CRANE LAKE RANGER ST,48.26667,-92.46667
MINNESOTA/ST. LOUIS,WHITEFACE RESERVOIR,47.28333,-92.18333
MINNESOTA/ST. LOUIS,VIRGINIA,47.5,-92.55
MINNESOTA/ST. LOUIS,ALLEN JUNCTION,47.53333,-92.11667
MINNESOTA/ST. LOUIS,HOYT LAKES 5 N,47.58333,-92.13333
MINNESOTA/ST. LOUIS,BABBITT 2 SE,47.68333,-91.91667
MINNESOTA/ST. LOUIS,SIDE LAKE RANGER STN,47.65,-93.03333
MINNESOTA/ST. LOUIS,CRANE LAKE,48.26667,-92.48333
MINNESOTA/ST. LOUIS,HIBBING,47.41667,-92.93333
MINNESOTA/ST. LOUIS,HIBBING POWER SUBSTN,47.43333,-92.96667
MINNESOTA/ST. LOUIS,EVELETH,47.43333,-92.5
MINNESOTA/ST. LOUIS,MAHONING MINE,47.46667,-92.98333
MINNESOTA/ST. LOUIS,ALLEN JUNCTION,47.53333,-92.11667
MINNESOTA/ST. LOUIS,DULUTH BRADLEY BLDG,46.78333,-92.1
MINNESOTA/ST. LOUIS,DULUTH,46.78333,-92.1
MINNESOTA/ST. LOUIS,DULUTH HARBOR,46.78333,-92.1
MINNESOTA/ST. LOUIS,DULUTH WILIAMSON JOH,46.83333,-92.18333
MINNESOTA/ST. LOUIS,ELY MUNICIPAL AP,47.81667,-91.83333
MINNESOTA/ST. LOUIS,COOK 18 W,47.86667,-93.06667
MINNESOTA/ST. LOUIS,ELY,47.9,-91.86667
MINNESOTA/ST. LOUIS,FLOODWOOD,46.93333,-92.91667
MINNESOTA/ST. LOUIS,ISLAND LAKE RESERVOIR,46.98333,-92.23333
MINNESOTA/ST. LOUIS,ALBORN,46.96667,-92.58333
MINNESOTA/ST. LOUIS,MEADOWLANDS 9 S,46.98333,-92.73333
MINNESOTA/ST. LOUIS,MEADOWLANDS 1 N,47.08333,-92.73333
MINNESOTA/ST. LOUIS,MEADOWLANDS 1 NNW,47.08333,-92.75
MINNESOTA/ST. LOUIS,COTTON 10 E,47.18333,-92.28333
MINNESOTA/ST. LOUIS,ORR,48.01667,-92.85
MINNESOTA/ST. LOUIS,NETT LAKE,48.1,-93.08333
MINNESOTA/ST. LOUIS,COOK 12 W,47.87861,-92.93278
MINNESOTA/ST. LOUIS,DULUTH,46.83694,-92.20972
MINNESOTA/ST. LOUIS,EVELETH VIRGINIA MUNICIPAL AIRPORT,47.42417,-92.4975
MINNESOTA/ST. LOUIS,ORR REGIONAL AIRPORT,48.01583,-92.85583
MINNESOTA/ST. LOUIS,DULUTH INTL AP,46.8369,-92.1833
MINNESOTA/ST. LOUIS,COOK MUNICIPAL AIRPORT,47.82194,-92.68944
MINNESOTA/ST. LOUIS,DULUTH SKY HARBOR AIRPORT,46.72167,-92.04333
MINNESOTA/ST. LOUIS,ORR,48.0553,-92.8425
MINNESOTA/ST. LOUIS,DULUTH HARBOR STN,46.7681,-92.0903
MINNESOTA/ST. LOUIS,LAKE VERMILLION TOWER,47.8,-92.25
MINNESOTA/ST. LOUIS,MOUNTAIN IRON,47.53333,-92.6
MINNESOTA/ST. LOUIS,ELY,47.9239,-91.8586
MINNESOTA/STEARNS,SAUK CENTER,45.75,-94.91667
MINNESOTA/STEARNS,COLLEGEVILLE ST JOHN,45.5872,-94.4047
MINNESOTA/STEARNS,MELROSE,45.6776,-94.8023
MINNESOTA/STEARNS,KIMBALL 3N,45.3533,-94.3056
MINNESOTA/STEARNS,PAYNESVILLE RIVER,45.36667,-94.7
MINNESOTA/STEARNS,ST CLOUD,45.56667,-94.23333
MINNESOTA/STEARNS,PAYNESVILLE,45.38333,-94.73333
MINNESOTA/STEARNS,ALBANY RADIO KASM,45.63333,-94.6
MINNESOTA/STEARNS,PAYNESVILLE MUNICIPAL AP,45.37222,-94.74611
MINNESOTA/STEARNS,CLEARWATER,45.41667,-94.08333
MINNESOTA/STEELE,MEDFORD,44.16667,-93.23333
MINNESOTA/STEELE,PRATT,44.01667,-93.13333
MINNESOTA/STEELE,OWATONNA,44.098,-93.2308
MINNESOTA/STEELE,OWATONNA DEGNER REGIONAL AIRPORT,44.12333,-93.26056
MINNESOTA/STEELE,OWATONNA,44.11667,-93.25
MINNESOTA/STEELE,OWATONNA,44.083333,-93.233333
MINNESOTA/STEVENS,MORRIS WC EXP STN,45.5902,-95.8747
MINNESOTA/STEVENS,MORRIS MUNICIPAL AIRPORT,45.56639,-95.9675
MINNESOTA/SWIFT,BENSON MUNICIPAL AP,45.33194,-95.65056
MINNESOTA/SWIFT,BENSON,45.3167,-95.6166
MINNESOTA/SWIFT,APPLETON MUNICIPAL AP,45.2275,-96.00722
MINNESOTA/SWIFT,FAIRFIELD,45.383851,-95.973661
MINNESOTA/TODD,LONG PRAIRIE,45.9646,-94.8892
MINNESOTA/TODD,WEST UNION,45.8,-95.066667
MINNESOTA/TODD,EAGLE BEND,46.133333,-95.033333
MINNESOTA/TRAVERSE,BROWNS VALLEY,45.5938,-96.8277
MINNESOTA/TRAVERSE,WHITE ROCK DAM,45.8619,-96.565
MINNESOTA/TRAVERSE,WHEATON MUNICIPAL AIRPORT,45.77972,-96.54472
MINNESOTA/TRAVERSE,WHEATON,45.808,-96.5041
MINNESOTA/TRAVERSE,TINTAH 1W,46.008,-96.4651
MINNESOTA/WABASHA,LAKE CITY,44.4363,-92.2793
MINNESOTA/WABASHA,PLAINVIEW,44.166667,-92.166667
MINNESOTA/WABASHA,WABASHA,44.385,-92.0486
MINNESOTA/WABASHA,ZUMBRO FALLS,44.2853,-92.431
MINNESOTA/WABASHA,READS LANDING,44.4,-92.08333
MINNESOTA/WABASHA,MAZEPPA,44.33333,-92.5
MINNESOTA/WABASHA,WABASHA,44.366667,-92.033333
MINNESOTA/WABASHA,THEILMAN,44.2813,-92.1943
MINNESOTA/WABASHA,ZUMBRO FALLS 2NE,44.30333,-92.40444
MINNESOTA/WABASHA,ZUMBRO FALLS 1 SE,44.28333,-92.41667
MINNESOTA/WADENA,NIMROD,46.63361,-94.88361
MINNESOTA/WADENA,STAPLES MUNICIPAL AP,46.38083,-94.80639
MINNESOTA/WADENA,WADENA MUNICIPAL AP,46.44667,-95.21167
MINNESOTA/WADENA,WADENA 3 S,46.39389,-95.39389
MINNESOTA/WASECA,WASECA EXP STATION,44.0707,-93.5264
MINNESOTA/WASECA,ALMA CITY,44.08333,-93.75
MINNESOTA/WASECA,NEW RICHLAND,43.88333,-93.5
MINNESOTA/WASECA,WASECA MUNICIPAL AP,44.07361,-93.55306
MINNESOTA/WASECA,NEW RICHLAND,43.883333,-93.5
MINNESOTA/WASHINGTON,WHITE BEAR,45.16667,-93
MINNESOTA/WASHINGTON,HASTINGS LOCK 2,44.76667,-92.86667
MINNESOTA/WASHINGTON,WOODBURY AAWO,44.91667,-92.95
MINNESOTA/WASHINGTON,FOREST LAKE,45.26667,-92.96667
MINNESOTA/WASHINGTON,STILLWATER 2SW,45.0455,-92.8522
MINNESOTA/WASHINGTON,FOREST LAKE 4 SE,45.21667,-92.91667
MINNESOTA/WASHINGTON,STILLWATER 1 SE,45.0417,-92.7975
MINNESOTA/WATONWAN,ST JAMES MUNICIPAL AP,43.98611,-94.55778
MINNESOTA/WATONWAN,ST JAMES FILT PLANT,43.9904,-94.6123
MINNESOTA/WILKIN,ROTHSAY,46.4808,-96.2869
MINNESOTA/WILKIN,CAMPBELL,46.09583,-96.40917
MINNESOTA/WILKIN,BRECKENRIDGE 3E,46.30472,-96.52167
MINNESOTA/WILKIN,BRECKENRIDGE,46.25,-96.583333
MINNESOTA/WILKIN,BRECKENRIDGE,46.268,-96.5913
MINNESOTA/WINONA,MINNESOTA CITY,44.08333,-91.8
MINNESOTA/WINONA,ALTURA 5W,44.0634,-92.0398
MINNESOTA/WINONA,WINONA MUNICIPAL MAX CONRAD FIELD AIRPORT,44.07694,-91.70806
MINNESOTA/WINONA,WINONA,44.0422,-91.6364
MINNESOTA/WINONA,WINONA 3 SW,44.03333,-91.68333
MINNESOTA/WINONA,BEAVER,44.15,-92.01667
MINNESOTA/WINONA,WHITEWATER STATE PARK,44.083333,-92.033333
MINNESOTA/WINONA,ST CHARLES,43.95,-92.06667
MINNESOTA/WINONA,WINONA DAM 5 A L G,44.08333,-91.68333
MINNESOTA/WINONA,ELBA,44.08333,-92.01667
MINNESOTA/WINONA,MINNESOTA CITY,43.583333,-91.8
MINNESOTA/WINONA,MINNESOTA CITY DAM 5,44.16667,-91.81667
MINNESOTA/WINONA,WINONA,44.08333,-91.71667
MINNESOTA/WINONA,LA CRESCENT DAM 7 L G,43.86667,-91.31667
MINNESOTA/WINONA,LA CRESCENT DAM 7,43.8657,-91.31
MINNESOTA/WINONA,MINNESOTA CITY DAM 5,44.1601,-91.8121
MINNESOTA/WINONA,LEWISTON SCS CAMP,43.983333,-91.866667
MINNESOTA/WINONA,WINONA DAM 5 A,44.0876,-91.6703
MINNESOTA/WRIGHT,BUFFALO MUNICIPAL AIRPORT,45.15917,-93.84333
MINNESOTA/WRIGHT,DELANO,45.0417,-93.7902
MINNESOTA/WRIGHT,BUFFALO,45.1969,-93.8399
MINNESOTA/WRIGHT,MAPLE LAKE,45.23333,-93.98333
MINNESOTA/WRIGHT,MAPLE LAKE SCC CAMP,45.233333,-94.016667
MINNESOTA/WRIGHT,KEYSTONE,,
MINNESOTA/WRIGHT,DELANO,45.05,-93.75
MINNESOTA/WRIGHT,COKATO,45.05,-94.25
MINNESOTA/WRIGHT,COKATO,45.11667,-94.13333
MINNESOTA/WRIGHT,ROCKFORD,45.08944,-93.74
MINNESOTA/WRIGHT,MAPLE LAKE MUNICIPAL AIRPORT,45.23583,-93.98556
MINNESOTA/WRIGHT,LAKE JENNIE,45,-94.25
MINNESOTA/YELLOW MEDICINE,CANBY MYERS FIELD AP,44.72944,-96.26611
MINNESOTA/YELLOW MEDICINE,CANBY,44.7184,-96.2696
MINNESOTA/YELLOW MEDICINE,GRANITE FALLS,44.8135,-95.5517
MINNESOTA/YELLOW MEDICINE,GRANITE FALLS 6 S,44.7216,-95.5193
MINNESOTA/YELLOW MEDICINE,WOOD LAKE,44.666667,-95.5
